fips,TOT_POP_1519_C,TOT_POP_2024_C,TOT_POP_2529_C,TOT_POP_3034_C,TOT_POP_3539_C,TOT_FEMALE_1519_C,TOT_FEMALE_2024_C,TOT_FEMALE_2529_C,TOT_FEMALE_3034_C,TOT_FEMALE_3539_C,WA_FEMALE_1519_C,WA_FEMALE_2024_C,WA_FEMALE_2529_C,WA_FEMALE_3034_C,WA_FEMALE_3539_C,BA_FEMALE_1519_C,BA_FEMALE_2024_C,BA_FEMALE_2529_C,BA_FEMALE_3034_C,BA_FEMALE_3539_C,H_FEMALE_1519_C,H_FEMALE_2024_C,H_FEMALE_2529_C,H_FEMALE_3034_C,H_FEMALE_3539_C,NHWA_FEMALE_1519_C,NHWA_FEMALE_2024_C,NHWA_FEMALE_2529_C,NHWA_FEMALE_3034_C,NHWA_FEMALE_3539_C,NHBA_FEMALE_1519_C,NHBA_FEMALE_2024_C,NHBA_FEMALE_2529_C,NHBA_FEMALE_3034_C,NHBA_FEMALE_3539_C,dem2020_P,birth_rate_2020_N,births_2020_N,NHWA_FEMALE_2034_share_X,NHBA_FEMALE_2034_share_X,H_FEMALE_2034_share_X,race_category_X,regime_X,pol_group_X,reg_Minority_majority_X,reg_Mixed_Competitive_X,reg_Mixed_Democratic_X,reg_Mixed_Republican_X,reg_White_Competitive_X,reg_White_Democratic_X,reg_White_Republican_X
42029,37998,32019,29339,31691,34149,18904,16042,14118,15708,16888,15243,13011,11777,12883,13659,1663,1757,1058,1000,925,1992,1782,1487,1355,1436,13558,11452,10494,11715,12397,1519,1646,940,898,845,0.5798754856884852,9.88,5206.0,0.7338667480596495,0.07595709427051539,0.10081102293537979,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42041,17595,16450,15758,17381,17327,8881,8120,7580,8335,8316,7498,6949,6437,7132,7044,514,429,447,446,410,554,485,471,487,474,7097,6565,6064,6734,6681,438,387,393,385,327,0.4395988558918041,10.17,2602.0,0.8056168088204702,0.04847097982109424,0.06003744539213647,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42043,17089,16917,20251,19571,18467,8384,8490,10260,9816,9313,5226,5543,6550,6470,6529,1997,1875,2353,2102,1777,1339,1201,1221,1125,1204,4320,4660,5691,5711,5724,1717,1683,2092,1852,1539,0.5359576027360078,11.91,3334.0,0.5622768325981936,0.1969824266610656,0.12416859203248617,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
42045,39999,37302,36295,38633,38040,19557,18737,18357,19945,19473,12153,12015,10971,12018,12180,5223,4888,5584,5821,5165,1174,1077,995,987,1014,11398,11299,10298,11337,11485,4947,4673,5379,5615,4922,0.6294708338034526,11.08,6281.0,0.5773944143480776,0.27467171584354566,0.05362997247497327,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
42049,18946,17430,16938,17852,16434,9237,8416,8223,8814,8098,7720,7025,6862,7523,7097,839,812,819,769,610,605,564,458,356,396,7240,6569,6502,7230,6805,775,753,760,727,543,0.498136165680646,9.72,2608.0,0.7975877106824343,0.0880053431815503,0.05413900129650729,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42051,6931,6740,7905,7492,7251,3370,3278,3653,3422,3469,3018,2921,3337,3215,3272,175,191,173,133,126,103,65,37,31,44,2934,2872,3308,3190,3237,170,188,172,132,121,0.329004329004329,10.01,1283.0,0.9050516758427509,0.047522457258765576,0.012846517917511832,White,White_Republican,Republican,False,False,False,False,False,False,True
42055,9204,8125,9265,9541,9401,4435,4070,4538,4826,4735,3914,3645,4187,4385,4350,266,221,187,193,208,529,414,354,333,437,3482,3300,3896,4105,4004,199,181,152,162,151,0.277558397187527,10.51,1635.0,0.841223760607414,0.03684680661009379,0.0819562304600268,White,White_Republican,Republican,False,False,False,False,False,False,True
42069,13937,12853,12630,13836,13118,6824,6489,6277,6873,6490,6005,5646,5444,6090,5782,366,341,373,367,326,876,761,678,637,680,5276,5038,4903,5573,5255,276,244,281,289,228,0.5371371631574386,9.83,2054.0,0.789958755537451,0.04144813890727634,0.10570802994042466,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42071,36555,33022,35591,36368,33622,17922,16473,17751,18287,16677,15427,14276,15432,15999,14681,1173,1082,1169,1190,927,2656,2426,2538,2390,2115,13433,12364,13522,14198,13047,761,770,752,794,627,0.4133864308679377,12.59,6874.0,0.7633448229894688,0.0441050446573099,0.14004684732722666,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42075,9038,8224,8095,8508,8680,4348,4070,4017,4270,4335,3926,3632,3634,3866,3968,195,220,185,182,179,933,799,726,691,744,3135,2981,3021,3309,3345,101,115,107,92,87,0.3340032378719366,10.91,1545.0,0.7535000404628955,0.02541069838957676,0.17933155296593023,White,White_Republican,Republican,False,False,False,False,False,False,True
42077,24821,23097,23909,24805,24573,12171,11736,11902,12395,12172,9382,9189,9194,9685,9712,1545,1440,1664,1600,1367,4191,4021,3939,3946,3683,6261,6172,6218,6725,6898,847,789,1027,934,805,0.5321119791243714,10.94,4057.0,0.5304859434407349,0.07631892986984154,0.3304193378292121,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
42079,20464,19151,20313,20672,19559,9843,9334,9627,9671,9340,8262,7973,8153,8264,8179,929,875,952,904,715,1999,1988,1955,1651,1572,6780,6461,6743,7124,7067,597,560,615,550,406,0.4231188160786845,10.02,3176.0,0.7099748533109808,0.06024727577535625,0.19537580329701035,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42081,7411,6897,6942,7508,6973,3535,3350,3457,3604,3541,3106,2919,3043,3261,3222,200,265,276,247,214,124,136,98,81,92,3003,2817,2971,3201,3149,192,243,264,234,205,0.2864110439801532,10.33,1169.0,0.8634136970511959,0.07117471904716166,0.0302564595139756,White,White_Republican,Republican,False,False,False,False,False,False,True
42085,7109,7201,5894,5782,6033,3413,3418,2831,2766,2974,3010,3039,2525,2505,2683,204,209,203,175,189,68,59,54,27,48,2952,2995,2488,2482,2645,200,202,198,173,183,0.3635124409014045,9.37,1017.0,0.8835274542429284,0.06356073211314475,0.01552967276760954,White,White_Republican,Republican,False,False,False,False,False,False,True
42089,11763,11182,9779,9555,9083,5830,5482,4622,4542,4510,4119,3953,3443,3498,3453,1238,1115,865,734,762,1276,1104,908,860,947,3176,3126,2760,2840,2751,1005,932,717,592,608,0.5255937682663517,8.39,1427.0,0.5957940734671583,0.15301106104055714,0.1960944967909327,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
42091,53658,47403,50058,55636,58049,26690,23923,24527,27635,28822,19840,18179,18433,20806,22023,3196,2814,2819,3006,2971,2358,1856,1815,2017,2111,18075,16712,17025,19227,20321,2864,2607,2596,2777,2757,0.6262993549044706,9.91,8261.0,0.6961161858447789,0.10488269698363673,0.07475849378984031,White,White_Democratic,Democratic,False,False,False,False,False,True,False
42095,21798,20095,18308,19297,18874,10489,9519,8873,9506,9246,8561,7800,7483,8009,7801,1006,911,790,795,812,2027,1705,1607,1562,1624,6930,6406,6183,6736,6498,755,714,599,627,600,0.4977536240362228,9.21,2817.0,0.6927019858054341,0.06953903505627644,0.17470786436303679,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42101,97637,106810,152682,153727,115407,48850,55062,79740,79398,59668,19035,22940,37806,39427,28451,22973,24419,31552,29985,23617,9175,9041,10915,10128,8930,13034,16585,30132,32360,22272,20949,22692,29559,27963,21850,0.814416956555167,12.6,19896.0,0.3691736694677871,0.3744817927170868,0.1404481792717087,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
42107,8265,7429,8480,8486,8648,3891,3430,3669,3723,3930,3595,3207,3446,3536,3758,131,106,123,93,77,317,268,285,239,228,3352,2993,3227,3354,3592,93,75,82,58,50,0.2935710947126893,9.12,1283.0,0.884679356865644,0.019866937719460357,0.07318425429680281,White,White_Republican,Republican,False,False,False,False,False,False,True
42125,12348,11553,11310,12317,12377,6099,5592,5497,5984,6078,5527,5105,4988,5520,5670,241,228,263,224,171,175,114,105,154,131,5386,5015,4902,5389,5561,230,218,257,214,160,0.38056010398555,9.1,1882.0,0.8965032507467932,0.040356117846892754,0.021847361330756165,White,White_Republican,Republican,False,False,False,False,False,False,True
42129,19717,18158,18963,18751,20021,9451,8851,9137,9184,9806,8573,8151,8494,8656,9297,359,300,334,282,258,236,199,167,159,165,8400,7996,8364,8512,9148,329,283,319,276,255,0.352369599945285,7.99,2772.0,0.9153540409244811,0.032312674812306784,0.019321360223759753,White,White_Republican,Republican,False,False,False,False,False,False,True
42133,28849,25078,27494,28621,29020,13943,12224,13604,14264,14530,11525,10214,11769,12554,12727,1345,1204,1189,1123,1098,1800,1611,1536,1449,1474,10186,9004,10565,11457,11614,1060,942,957,867,863,0.3694956619463163,10.32,4650.0,0.7738700987728225,0.06899131996408261,0.11463633642621969,White,White_Republican,Republican,False,False,False,False,False,False,True
44003,9133,8771,10965,11648,11207,4385,4281,5397,5791,5528,3909,3804,4847,5157,4930,127,139,173,183,150,403,388,401,377,388,3575,3499,4533,4870,4629,95,97,129,141,116,0.5275692049885599,8.34,1373.0,0.8340552071885707,0.02372486909302476,0.07537655957075441,White,White_Competitive,Competitive,False,False,False,False,True,False,False
44007,44692,46683,50086,51024,44488,22274,23372,24776,24930,21953,16031,16747,18129,18655,16476,3316,3515,3629,3344,2988,6532,6439,6828,6165,5487,11195,11941,13034,14027,12367,2337,2464,2511,2334,2118,0.6051777442814862,10.88,6923.0,0.5337037138400066,0.10001642081064069,0.2659076603081639,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
44009,11125,12051,6571,6062,6329,5837,5958,3136,3030,3126,5228,5411,2852,2818,2934,216,157,53,49,39,380,265,155,175,133,4944,5200,2728,2668,2825,168,132,46,40,29,0.5857086510649487,6.52,820.0,0.8739689871329595,0.017980864401187728,0.04907621247113164,White,White_Competitive,Competitive,False,False,False,False,True,False,False
45003,10246,9221,10537,10714,10250,5063,4673,5293,5527,5270,3211,2990,3443,3635,3513,1567,1439,1586,1628,1517,483,338,334,308,423,2817,2711,3162,3377,3143,1523,1414,1560,1604,1488,0.3788812584375183,11.01,1903.0,0.5970438262441102,0.2954882850319499,0.06325437294261925,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
45007,13179,11863,12537,12413,12167,6590,5921,6487,6502,6356,5156,4574,4996,5041,4994,1129,1100,1256,1243,1149,427,333,305,263,390,4791,4284,4731,4810,4679,1102,1075,1238,1229,1094,0.2827365156671141,10.53,2151.0,0.7310946589106293,0.18730830248545743,0.047646747752511896,White,White_Republican,Republican,False,False,False,False,False,False,True
45013,11888,12410,10334,9556,9557,5222,4925,4949,4841,4776,3660,3450,3506,3407,3450,1155,1105,1172,1219,1099,1135,998,778,643,726,2662,2588,2809,2835,2801,1098,1041,1123,1179,1057,0.4437982317166658,9.48,1854.0,0.5594291539245667,0.22718314644920148,0.16439007815154605,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
45015,15368,15071,16060,16968,16543,6987,6412,7887,8648,8354,4334,4132,5372,5902,5627,2094,1785,2034,2227,2218,817,692,682,718,708,3691,3552,4789,5305,5037,2013,1730,1979,2162,2154,0.4329299814279423,11.77,2778.0,0.5946746851440275,0.25585043796574714,0.0911666012986447,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
45019,21969,24064,32319,34131,31176,10768,11721,16664,17404,15628,7021,7876,11500,12387,11326,3212,3211,4224,4203,3629,978,1159,1199,1133,1024,6191,6888,10466,11453,10448,3125,3134,4139,4108,3541,0.5550884824337353,11.72,4900.0,0.629124898993208,0.24855314595208455,0.07624101858524973,White,White_Competitive,Competitive,False,False,False,False,True,False,False
45041,8900,8576,8665,8508,8327,4392,4557,4572,4603,4351,2075,2008,2114,2236,2122,2096,2381,2295,2211,2041,189,129,161,136,144,1943,1918,1995,2130,2027,2065,2355,2269,2193,2005,0.4829173771508293,11.55,1589.0,0.4400669967958054,0.4964316923973201,0.031022429362073986,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
45045,33028,32007,36527,36666,35328,16373,16300,18539,18627,17894,11984,11919,13252,13735,13449,3156,3259,4130,3888,3370,2387,2003,1804,2159,2267,9903,10195,11684,11829,11399,3006,3129,4009,3742,3245,0.3991013151013926,11.7,6232.0,0.6304567388620805,0.20349380914974002,0.11158493248045487,White,White_Republican,Republican,False,False,False,False,False,False,True
45051,21351,16660,19209,19325,19061,10523,8395,9822,10015,9686,7916,6310,7579,7981,7703,1975,1468,1773,1611,1478,1072,721,683,854,870,7003,5696,6985,7237,6937,1900,1417,1724,1565,1428,0.3292460388107531,8.47,3094.0,0.7055114763389062,0.16669028053272883,0.0799801643525078,White,White_Republican,Republican,False,False,False,False,False,False,True
45063,18377,15467,18850,19874,19972,8928,7596,9664,10186,10253,6659,5569,7155,7636,7806,1703,1559,1953,2005,1852,899,622,655,709,766,5869,5046,6590,7019,7115,1635,1508,1900,1948,1809,0.3410229096342205,10.39,3157.0,0.6796983166946003,0.19514683378270056,0.07236027107775268,White,White_Republican,Republican,False,False,False,False,False,False,True
45077,12363,15718,8535,7412,6814,5976,7228,4149,3663,3295,5267,6199,3557,3134,2930,435,601,353,343,232,336,303,236,187,200,4965,5944,3347,2974,2749,421,576,343,328,224,0.237114656101206,9.01,1153.0,0.8154920212765957,0.0829122340425532,0.04827127659574468,White,White_Republican,Republican,False,False,False,False,False,False,True
45079,33472,43300,32270,28757,27387,16435,21094,16540,14896,14294,7359,9767,6654,6172,5719,8012,9803,8771,7772,7724,1102,1161,964,982,999,6555,8904,5977,5507,5001,7803,9615,8599,7538,7513,0.6839780829833558,11.05,4629.0,0.38812107367218734,0.4902341519131925,0.059147154007233964,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
45083,21949,20314,22959,22481,20259,10827,10206,11628,11591,10241,7579,7158,8034,8097,7334,2471,2386,2864,2913,2367,1264,1020,981,935,904,6502,6276,7179,7270,6539,2391,2327,2809,2857,2311,0.3560324240691534,11.64,3798.0,0.6200448765893792,0.23913238593866867,0.08783844427823485,White,White_Republican,Republican,False,False,False,False,False,False,True
45085,6609,7619,7717,7037,6300,3298,3500,3805,3638,3251,1338,1502,1753,1642,1479,1786,1818,1869,1830,1607,162,176,185,157,147,1227,1366,1609,1523,1366,1764,1798,1841,1806,1587,0.5596688470973017,13.19,1403.0,0.411039020378324,0.4975783605958147,0.047336196655396144,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
45091,19087,15738,16051,18525,20267,9675,8071,8329,9771,10558,6836,5501,5654,6782,7436,2149,2021,2129,2289,2281,858,673,572,658,801,6111,4928,5175,6234,6750,2073,1960,2071,2225,2212,0.4096355432141617,9.9,2862.0,0.6242405716250812,0.23904321577318405,0.07271407282870353,White,White_Competitive,Competitive,False,False,False,False,True,False,False
46099,12062,11851,14731,15425,14912,5770,5898,7113,7344,6954,4578,4685,5839,6019,5986,442,458,518,699,523,478,485,447,388,362,4192,4270,5458,5680,5649,438,454,505,688,518,0.4384680371726274,13.88,2730.0,0.756963890935888,0.08091378039793662,0.06484893146647015,White,White_Competitive,Competitive,False,False,False,False,True,False,False
47009,7977,7335,8329,7987,7768,3872,3614,4089,3990,3976,3519,3342,3801,3755,3720,158,124,136,103,112,221,213,225,203,207,3324,3154,3598,3573,3537,149,115,129,99,104,0.269212869131799,9.57,1289.0,0.8830069272214145,0.0293337894466775,0.05481912255195416,White,White_Republican,Republican,False,False,False,False,False,False,True
47037,41043,50322,74380,70661,55937,20445,26622,39121,35653,27792,11490,16762,27016,24566,18390,7040,7775,9229,8503,7440,4223,3671,3934,3492,3372,7758,13483,23521,21480,15412,6842,7605,9046,8306,7275,0.6449147123600876,13.91,9655.0,0.5767880389758965,0.24613396978184543,0.10944218706852342,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
47065,21586,21740,26675,26609,23909,10975,11031,13563,13566,11913,7761,7946,9993,10095,8955,2502,2429,2922,2817,2285,1150,1003,1016,906,857,6780,7101,9111,9348,8277,2447,2370,2862,2738,2252,0.4413574655344713,11.35,4220.0,0.6698113207547169,0.20885744234800838,0.07665094339622641,White,White_Competitive,Competitive,False,False,False,False,True,False,False
47093,32469,41635,34089,31646,31810,15958,20659,17157,16117,16101,13029,17305,14269,13683,13677,1775,2072,1798,1530,1499,1166,1166,1135,1085,1128,12038,16311,13337,12728,12689,1719,2003,1738,1473,1444,0.4145069732856961,10.68,5079.0,0.7857156101088387,0.09667550479298388,0.06278159939183803,White,White_Competitive,Competitive,False,False,False,False,True,False,False
47125,14142,18321,21315,19277,16750,7002,8760,10162,9457,8246,4539,5786,7050,6686,5780,1740,2188,2356,2079,1833,845,1147,1097,992,899,3901,4840,6148,5854,5042,1646,2097,2268,1996,1763,0.4230438521066208,16.46,3526.0,0.5934670002466612,0.22414461397512245,0.11402797843475809,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
47149,24956,30032,25827,24287,24969,12298,15147,12937,12223,12617,8832,10912,9362,9037,9344,2268,3017,2658,2287,2350,1765,1645,1467,1319,1364,7319,9563,8071,7871,8153,2174,2920,2581,2212,2298,0.4124397058619108,12.06,4092.0,0.6327685017490758,0.1913563400898107,0.10993127744560498,White,White_Competitive,Competitive,False,False,False,False,True,False,False
47157,59972,59792,71662,66469,61070,29692,30537,37291,34645,31883,10905,10677,12779,12681,12512,17115,18307,22536,20237,17700,3457,2636,2377,2374,2611,7939,8366,10723,10583,10224,16834,18125,22327,20066,17492,0.6441611809817959,13.45,12593.0,0.28955920096025295,0.5905750783133118,0.07208728152781708,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
47163,8724,8489,9733,9194,8688,4183,4146,4781,4611,4312,3853,3849,4476,4358,4095,113,130,146,121,91,142,106,117,121,155,3732,3758,4377,4257,3959,106,123,139,116,89,0.2322847882512742,8.83,1402.0,0.9153493869109174,0.027921406411582212,0.025409957157630374,White,White_Republican,Republican,False,False,False,False,False,False,True
47165,12408,10721,12027,12555,13316,5991,5268,6095,6485,6823,4973,4511,5178,5496,5807,656,503,674,689,736,570,473,421,472,474,4473,4088,4793,5086,5387,634,489,658,658,714,0.2988232753967397,11.02,2156.0,0.7825526669654863,0.1011317794710892,0.0765351860152398,White,White_Republican,Republican,False,False,False,False,False,False,True
47179,9252,11983,8996,7734,7608,4742,6179,4465,3905,3822,4126,5412,4007,3530,3508,285,346,258,201,151,324,248,212,192,188,3852,5192,3818,3357,3343,263,338,248,197,146,0.3095859010348321,9.24,1204.0,0.850024056636195,0.05381813183036635,0.04481407656883635,White,White_Republican,Republican,False,False,False,False,False,False,True
47187,19497,12887,10358,12243,17276,9654,6337,5206,6493,8944,8380,5604,4523,5524,7698,391,312,271,284,372,754,515,375,409,550,7680,5115,4176,5168,7191,373,307,263,255,362,0.3608289693272716,9.32,2287.0,0.8016744289199379,0.045741849634065204,0.07202262142381903,White,White_Republican,Republican,False,False,False,False,False,False,True
48027,26043,30172,31062,28584,26769,12629,13790,14997,14338,13545,7662,8614,9288,9050,8612,3467,3713,4243,3846,3569,3876,4040,3880,3642,3659,4545,5272,6029,6008,5569,3096,3371,3939,3511,3229,0.4476074582924436,16.48,6095.0,0.401368115942029,0.2509217391304348,0.26810434782608694,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48029,143491,141980,157658,157782,150217,69881,69207,76986,77170,73601,58033,57231,62968,63127,61004,6375,6479,7591,7412,6661,47352,45326,46700,45498,44155,13959,14911,19012,20335,19269,5218,5388,6672,6530,5817,0.5817871404144688,12.45,25228.0,0.24291400097598975,0.08322775034361107,0.6156973178189763,Hispanic,Minority_majority,Competitive,True,False,False,False,False,False,False
48039,26041,21059,23695,26856,29271,12536,10081,11470,13252,14275,9189,7458,8486,9547,10097,1929,1612,1840,2126,2492,5008,4032,4110,4259,4599,4532,3665,4650,5576,5771,1794,1524,1736,2010,2359,0.40151241418469,11.81,4495.0,0.3991322587133293,0.15142372783955407,0.3563198574835503,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48041,26223,44340,19109,15801,14773,13231,20481,9196,7802,7182,10880,17040,7075,5910,5614,1272,1499,1181,1119,863,3851,4592,2595,2325,2240,7293,12771,4670,3728,3480,1170,1399,1124,1049,827,0.4155723539577479,11.33,2635.0,0.5648229675284826,0.09530670508818272,0.2537954587902559,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48061,36614,30871,27997,24675,24795,17904,14849,13566,12169,12430,17393,14467,13167,11692,12062,154,103,111,98,102,16863,14033,12720,11143,11450,849,681,674,725,797,50,28,51,53,49,0.5610997249811691,14.19,6019.0,0.05125172481766213,0.003252513305736251,0.9337670017740982,Hispanic,Minority_majority,Competitive,True,False,False,False,False,False,False
48085,81754,61053,63224,71194,83918,39106,30262,31552,36393,42859,26391,20555,20654,22568,26149,4763,3895,4488,4999,5692,8002,6428,5995,5896,6615,19119,14750,15210,17204,20134,4544,3668,4301,4796,5451,0.4704944016167674,10.64,11411.0,0.48025089861211523,0.12998055128453165,0.1865345647458939,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48113,179187,177484,220897,208943,189647,87837,88999,110913,103312,93818,58906,59229,70512,63531,57807,20802,20818,27546,27264,24980,47884,43054,42726,37133,35820,14108,19087,30638,28956,24321,19655,19743,26492,26176,24046,0.6509770484957107,13.7,36114.0,0.2594814394638947,0.23880365670263567,0.4053537978524127,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
48121,63792,57238,62678,68627,71277,31604,28956,31606,35091,36181,23242,21165,22267,24396,25136,3889,4058,4772,5092,4985,8349,7544,7204,7130,7312,15671,14285,15670,17868,18402,3618,3839,4573,4856,4760,0.4514623268989673,10.84,9962.0,0.49996340940691875,0.13870971114340377,0.22872257012325803,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48135,12204,11276,13591,13502,12452,5949,5495,6369,6182,5782,5332,4862,5694,5514,5161,332,306,332,371,341,4142,3709,4120,3772,3515,1386,1310,1747,1907,1799,265,256,285,319,292,0.2549169114843803,16.35,2742.0,0.2750748088218996,0.04765599024714618,0.6428571428571429,Hispanic,Minority_majority,Republican,True,False,False,False,False,False,False
48139,14315,11815,11758,12976,13435,6914,5696,5944,6616,6881,5622,4639,4914,5464,5577,996,790,773,907,1020,2467,1955,1985,1980,1930,3301,2808,3046,3590,3768,941,758,733,867,983,0.3224240581100207,12.41,2379.0,0.5173093777388256,0.12916301489921123,0.32427695004382123,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48141,65913,69552,69173,61261,57975,31944,32184,32844,29388,28206,29460,29330,29877,26715,25664,1100,1443,1504,1244,1089,28437,27255,27146,24255,23532,2114,3023,3627,3247,2960,755,1100,1191,956,816,0.6678163979169869,13.18,11089.0,0.10482333502796136,0.03439035756651415,0.8330791391289611,Hispanic,Minority_majority,Democratic,True,False,False,False,False,False,False
48157,61686,46291,44028,50900,63574,30007,23055,22454,26996,33183,15903,12019,11431,13646,16928,6885,5821,5307,6017,7288,8788,7148,6376,6917,8298,8067,5560,5617,7311,9280,6427,5495,5048,5752,6943,0.5469771813131793,10.51,8825.0,0.25498931108199435,0.22474312116405765,0.2819253844562444,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48167,23737,20130,22229,23217,24566,11548,9913,11242,11776,12536,8948,7677,8682,9300,9951,1721,1476,1783,1635,1788,3793,3227,3288,3156,3467,5452,4677,5617,6398,6673,1583,1377,1696,1559,1698,0.3794789113891397,11.27,3889.0,0.506878017673317,0.14065773890862712,0.29367465306246393,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48181,8941,7851,8210,8116,8500,4365,3908,4118,4168,4335,3650,3303,3514,3620,3768,337,300,317,294,283,960,863,734,682,685,2786,2502,2845,2992,3146,305,277,300,279,273,0.243904899620002,11.45,1584.0,0.6838609152041988,0.07019845825815975,0.18689519435788093,White,White_Republican,Republican,False,False,False,False,False,False,True
48183,8799,8185,8472,8168,8117,4182,3955,4387,4139,4080,2945,2729,3091,2985,2954,970,995,1084,972,934,1184,888,911,793,775,1868,1934,2259,2260,2256,931,967,1056,939,911,0.3083656371139177,12.67,1574.0,0.5170258793365916,0.23732072750580882,0.20767566701386106,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48201,330178,310174,366497,373910,359049,160456,153950,183659,184999,176527,111535,104147,118147,119110,117049,33018,33531,44409,43749,39080,85517,76794,78866,74167,74209,32090,32553,44912,50214,47886,30654,31531,42052,41430,36922,0.5595946655875301,13.47,63813.0,0.24431122370878364,0.22007508495851574,0.43976938738021615,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48215,76785,65744,62146,55135,54557,37963,32615,30686,27121,27244,36834,31703,29804,26177,26452,318,267,266,250,193,36255,31172,29073,25448,25659,1182,982,1160,1144,1149,116,131,130,131,79,0.5803906122670723,15.29,13379.0,0.036340713543164274,0.004335228152440778,0.9477007807834377,Hispanic,Minority_majority,Competitive,True,False,False,False,False,False,False
48245,15827,16168,18548,18213,17990,7614,7573,8474,8258,8069,4220,4167,4646,4541,4644,2774,2810,3140,3103,2784,2213,2027,2057,1863,1795,2260,2331,2809,2872,3058,2658,2747,3049,3019,2686,0.4862123914351143,12.75,3190.0,0.32964410615099776,0.36268257560172806,0.24468216416375232,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48251,12798,10792,11254,12256,12500,6204,5217,5464,6019,6118,5536,4688,4975,5461,5512,300,233,205,264,299,1978,1645,1543,1463,1429,3688,3135,3522,4080,4181,271,214,177,234,276,0.2286031657872813,11.79,2118.0,0.6429341317365269,0.0374251497005988,0.27850299401197603,White,White_Republican,Republican,False,False,False,False,False,False,True
48303,25849,37168,23907,20736,20662,12833,18119,11735,10283,10199,10990,15764,9924,8749,8828,1113,1281,1056,891,816,5013,5910,4604,3987,3862,6326,10264,5628,5033,5233,985,1161,962,791,739,0.3312199442131488,12.63,3976.0,0.5213394125121459,0.07260134040909884,0.3612875900042355,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48309,21913,26217,17797,15972,16125,10971,12970,8877,8278,8134,8440,10068,6753,6483,6437,1685,1997,1568,1350,1302,3505,3263,2655,2394,2265,5286,7123,4363,4318,4386,1548,1875,1489,1247,1215,0.3748569560241949,12.31,3198.0,0.5246141078838175,0.15306224066390042,0.27591701244813277,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48329,10899,10370,14475,15224,13916,5286,4979,6960,7187,6448,4563,4283,6057,6253,5575,403,423,505,521,466,2915,2665,3248,3085,2822,1799,1759,2947,3318,2897,353,361,455,463,426,0.2094666915849742,16.41,2919.0,0.41953361915716825,0.06687232040154763,0.4704590609641326,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48339,44017,35909,37848,40080,44198,21481,17703,18977,20146,22096,18640,15197,16195,17072,18784,1322,1255,1536,1509,1585,7776,6183,5809,5604,6065,11355,9460,10808,11868,13106,1184,1127,1392,1378,1456,0.2739050537115668,11.86,7428.0,0.5655157850279802,0.06857776369971492,0.30964699257382183,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48355,24762,24652,24646,24483,24559,12075,12224,11888,12052,11999,10778,10916,10719,10862,10856,628,648,583,540,545,8506,8236,7752,7536,7694,2627,3014,3251,3590,3439,470,531,478,438,435,0.4785111763874271,12.09,4392.0,0.27250857206061274,0.04001216679570844,0.6504811414666519,Hispanic,Minority_majority,Competitive,True,False,False,False,False,False,False
